,Unnamed: 0,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method
341,341,19,2,Junior,Engineering,11744.0,3320.0,38112.0,4904.0,920.0,1256.0,968.0,248.0,704.0,616.0,448.0,936.0,Credit/Debit Card
342,342,25,1,Sophomore,Computer Science,8168.0,744.0,30040.0,4096.0,832.0,1504.0,1168.0,824.0,504.0,1464.0,1024.0,272.0,Cash
343,343,24,0,Freshman,Computer Science,6080.0,2248.0,37816.0,6576.0,3152.0,704.0,1528.0,400.0,384.0,1280.0,1504.0,648.0,Mobile Payment App
344,344,24,2,Freshman,Economics,7752.0,2968.0,30168.0,7112.0,2688.0,472.0,2384.0,280.0,712.0,1608.0,592.0,600.0,Cash
345,345,23,1,Senior,Biology,7920.0,3448.0,30768.0,4752.0,2640.0,712.0,912.0,432.0,576.0,656.0,1056.0,1000.0,Mobile Payment App
346,346,23,2,Sophomore,Engineering,10432.0,3656.0,33920.0,7024.0,888.0,1320.0,688.0,984.0,328.0,960.0,992.0,216.0,Cash
347,347,23,0,Sophomore,Biology,6440.0,0.0,38072.0,3272.0,2040.0,808.0,2280.0,392.0,360.0,712.0,920.0,1032.0,Credit/Debit Card
348,348,25,0,Senior,Engineering,9432.0,1784.0,32464.0,7616.0,2720.0,944.0,520.0,968.0,408.0,1392.0,328.0,1416.0,Credit/Debit Card
349,349,18,2,Senior,Computer Science,4584.0,2392.0,24024.0,7024.0,1832.0,1048.0,1256.0,464.0,704.0,424.0,1456.0,1520.0,Mobile Payment App
350,350,25,1,Senior,Psychology,6744.0,32.0,39248.0,6952.0,1808.0,1568.0,528.0,656.0,784.0,2312.0,464.0,1184.0,Mobile Payment App
351,351,23,2,Junior,Biology,8680.0,6360.0,24448.0,4008.0,1360.0,1088.0,1240.0,560.0,368.0,1536.0,712.0,304.0,Mobile Payment App
352,352,23,1,Freshman,Biology,4640.0,6168.0,30312.0,5656.0,2576.0,1360.0,1952.0,912.0,600.0,632.0,1504.0,856.0,Credit/Debit Card
353,353,25,1,Sophomore,Computer Science,7800.0,5040.0,38280.0,5544.0,2528.0,1416.0,2104.0,968.0,496.0,1864.0,1192.0,256.0,Cash
354,354,23,0,Senior,Psychology,4816.0,4864.0,36336.0,6640.0,3024.0,664.0,1832.0,1048.0,432.0,1328.0,1160.0,1280.0,Credit/Debit Card
355,355,23,2,Senior,Economics,8824.0,6984.0,38088.0,5368.0,3152.0,968.0,1720.0,896.0,376.0,944.0,952.0,920.0,Cash
356,356,20,2,Freshman,Psychology,6528.0,1864.0,31272.0,7592.0,1088.0,1320.0,424.0,472.0,240.0,2200.0,1464.0,256.0,Mobile Payment App
357,357,24,0,Freshman,Engineering,8128.0,1608.0,40336.0,4848.0,1136.0,432.0,1504.0,848.0,512.0,1296.0,320.0,672.0,Cash
358,358,23,2,Junior,Engineering,7752.0,2616.0,27592.0,4128.0,2496.0,1456.0,1488.0,200.0,352.0,1488.0,936.0,1312.0,Cash
359,359,21,2,Junior,Computer Science,7344.0,6648.0,47472.0,7592.0,3128.0,648.0,1016.0,968.0,512.0,2200.0,1128.0,1272.0,Credit/Debit Card
360,360,23,2,Senior,Computer Science,7856.0,1656.0,35176.0,5680.0,1272.0,944.0,712.0,872.0,696.0,1800.0,520.0,552.0,Mobile Payment App
361,361,25,0,Junior,Computer Science,8168.0,7296.0,47832.0,6280.0,2344.0,688.0,1824.0,256.0,368.0,1080.0,816.0,576.0,Cash
362,362,22,1,Sophomore,Psychology,4168.0,7072.0,45608.0,7328.0,2736.0,1400.0,1768.0,688.0,368.0,456.0,896.0,216.0,Mobile Payment App
363,363,24,1,Freshman,Computer Science,11552.0,7048.0,29768.0,3664.0,2152.0,560.0,712.0,576.0,400.0,1456.0,648.0,1040.0,Mobile Payment App
364,364,21,0,Sophomore,Psychology,5168.0,3896.0,33744.0,6576.0,992.0,592.0,864.0,416.0,776.0,544.0,840.0,384.0,Credit/Debit Card
365,365,21,1,Freshman,Economics,10368.0,1064.0,29824.0,3712.0,1696.0,1472.0,2384.0,576.0,424.0,1584.0,888.0,1080.0,Mobile Payment App
366,366,18,2,Freshman,Economics,10880.0,1776.0,46072.0,6480.0,1312.0,1224.0,616.0,480.0,792.0,1440.0,1416.0,1144.0,Mobile Payment App
367,367,19,1,Senior,Biology,8984.0,40.0,43256.0,3232.0,2760.0,976.0,1496.0,584.0,160.0,1720.0,1368.0,1520.0,Cash
368,368,18,1,Senior,Psychology,8160.0,592.0,46696.0,4416.0,984.0,1104.0,2136.0,784.0,504.0,2136.0,1304.0,240.0,Mobile Payment App
369,369,21,1,Freshman,Computer Science,5888.0,5024.0,30056.0,5944.0,2048.0,1440.0,1672.0,736.0,736.0,1824.0,352.0,488.0,Credit/Debit Card
370,370,23,2,Senior,Economics,7448.0,2576.0,46920.0,3920.0,1240.0,1168.0,1400.0,632.0,760.0,904.0,1136.0,1112.0,Cash
371,371,24,0,Senior,Psychology,11544.0,7856.0,30456.0,6512.0,2912.0,1352.0,2392.0,1008.0,160.0,816.0,1544.0,1016.0,Mobile Payment App
372,372,22,0,Freshman,Engineering,5840.0,2992.0,27864.0,5400.0,1840.0,544.0,1696.0,992.0,576.0,1248.0,944.0,1448.0,Cash
373,373,25,2,Senior,Economics,4488.0,6072.0,33832.0,6248.0,1176.0,704.0,1152.0,440.0,760.0,912.0,1136.0,448.0,Mobile Payment App
374,374,25,1,Sophomore,Economics,9696.0,4928.0,46936.0,5824.0,3024.0,520.0,1272.0,736.0,632.0,2312.0,280.0,600.0,Cash
375,375,25,2,Freshman,Computer Science,10256.0,3328.0,46592.0,4752.0,2472.0,968.0,864.0,464.0,728.0,1872.0,832.0,960.0,Cash
376,376,21,2,Freshman,Biology,11504.0,2912.0,41064.0,4936.0,3136.0,1016.0,1992.0,296.0,224.0,1232.0,1360.0,1392.0,Mobile Payment App
377,377,18,1,Senior,Psychology,5616.0,4248.0,39208.0,3976.0,1896.0,1200.0,2384.0,368.0,496.0,1800.0,984.0,1040.0,Credit/Debit Card
378,378,20,0,Senior,Biology,11464.0,6112.0,40016.0,4712.0,3176.0,408.0,2304.0,1080.0,800.0,568.0,384.0,896.0,Credit/Debit Card
379,379,25,1,Freshman,Psychology,11552.0,4336.0,37440.0,6632.0,1656.0,976.0,2080.0,872.0,296.0,1016.0,344.0,552.0,Cash
380,380,22,1,Junior,Psychology,4288.0,3872.0,46424.0,3304.0,2608.0,832.0,688.0,792.0,552.0,1576.0,1336.0,1256.0,Cash
381,381,18,2,Freshman,Engineering,10080.0,544.0,28880.0,5096.0,2368.0,688.0,696.0,400.0,432.0,1840.0,1464.0,1096.0,Credit/Debit Card
382,382,18,2,Freshman,Biology,5608.0,2720.0,25880.0,7752.0,2696.0,520.0,1216.0,904.0,792.0,1352.0,1288.0,1272.0,Cash
383,383,18,1,Freshman,Engineering,10472.0,1152.0,27352.0,5824.0,1368.0,928.0,1216.0,856.0,680.0,992.0,608.0,624.0,Cash
384,384,18,2,Sophomore,Economics,6736.0,3928.0,36656.0,3784.0,1616.0,1248.0,2232.0,960.0,648.0,2160.0,536.0,624.0,Credit/Debit Card
385,385,24,0,Freshman,Computer Science,4936.0,6904.0,30360.0,6696.0,1848.0,1216.0,2048.0,328.0,592.0,1768.0,1040.0,848.0,Credit/Debit Card
386,386,21,2,Junior,Engineering,9072.0,3920.0,46912.0,5712.0,2960.0,768.0,1592.0,912.0,656.0,536.0,1520.0,192.0,Cash
387,387,23,2,Sophomore,Psychology,7936.0,1936.0,33680.0,3960.0,1496.0,912.0,464.0,1056.0,768.0,1232.0,1072.0,1432.0,Mobile Payment App
388,388,18,2,Freshman,Economics,11264.0,4576.0,34168.0,3816.0,2560.0,624.0,1200.0,1200.0,648.0,1304.0,368.0,192.0,Mobile Payment App
389,389,21,1,Senior,Biology,10944.0,7520.0,25872.0,3240.0,2672.0,472.0,912.0,184.0,536.0,1080.0,1520.0,176.0,Mobile Payment App
390,390,22,0,Senior,Economics,5728.0,1256.0,32448.0,6312.0,2864.0,1488.0,1728.0,624.0,592.0,1400.0,1352.0,872.0,Cash
391,391,22,2,Freshman,Psychology,9792.0,4648.0,42472.0,7488.0,2112.0,440.0,1504.0,1008.0,376.0,1552.0,632.0,208.0,Credit/Debit Card
392,392,19,2,Senior,Biology,10792.0,6304.0,34184.0,3368.0,848.0,1280.0,1176.0,312.0,712.0,1880.0,1456.0,344.0,Cash
393,393,24,1,Sophomore,Engineering,6416.0,4416.0,25168.0,5792.0,1704.0,760.0,1080.0,824.0,560.0,2136.0,432.0,984.0,Cash
394,394,18,1,Senior,Psychology,7784.0,2544.0,28800.0,7304.0,3000.0,1464.0,1424.0,976.0,752.0,1032.0,528.0,1184.0,Cash
395,395,19,1,Senior,Engineering,5888.0,5280.0,47560.0,3824.0,2736.0,600.0,2232.0,344.0,392.0,856.0,752.0,456.0,Mobile Payment App
396,396,22,0,Senior,Engineering,4568.0,3984.0,31176.0,5184.0,1448.0,448.0,2200.0,688.0,456.0,2296.0,632.0,880.0,Mobile Payment App
397,397,25,1,Sophomore,Engineering,6664.0,448.0,25064.0,4920.0,1176.0,720.0,1608.0,648.0,240.0,1184.0,336.0,968.0,Cash
398,398,22,1,Freshman,Computer Science,5704.0,3056.0,32928.0,4736.0,2632.0,960.0,2152.0,368.0,424.0,1840.0,456.0,1224.0,Credit/Debit Card
399,399,20,0,Junior,Economics,10144.0,3800.0,47200.0,5288.0,2112.0,1256.0,2064.0,416.0,304.0,1336.0,1392.0,352.0,Cash
400,400,19,2,Freshman,Biology,6552.0,4920.0,40600.0,6864.0,1224.0,1600.0,920.0,608.0,720.0,1112.0,1232.0,352.0,Mobile Payment App
401,401,18,0,Senior,Economics,10144.0,2592.0,30304.0,3864.0,2712.0,1272.0,960.0,440.0,176.0,1696.0,1384.0,624.0,Credit/Debit Card
402,402,18,1,Senior,Engineering,11888.0,5640.0,32344.0,5288.0,1424.0,512.0,2208.0,640.0,552.0,1152.0,920.0,208.0,Mobile Payment App
403,403,24,0,Freshman,Computer Science,8040.0,4288.0,31552.0,5496.0,2096.0,1184.0,1600.0,1104.0,424.0,1168.0,1552.0,640.0,Cash
404,404,25,1,Senior,Economics,9640.0,6696.0,24112.0,4744.0,1464.0,1136.0,896.0,616.0,472.0,1672.0,1160.0,624.0,Credit/Debit Card
405,405,24,0,Senior,Engineering,10848.0,6864.0,41096.0,5976.0,872.0,1360.0,1224.0,368.0,320.0,1048.0,680.0,960.0,Mobile Payment App
406,406,22,0,Senior,Engineering,6536.0,4440.0,46032.0,5728.0,3056.0,1080.0,1136.0,168.0,232.0,1504.0,1464.0,328.0,Mobile Payment App
407,407,22,0,Sophomore,Biology,5648.0,600.0,32640.0,6992.0,1112.0,1464.0,744.0,328.0,376.0,1088.0,1312.0,872.0,Cash
408,408,18,2,Junior,Economics,8816.0,3920.0,46824.0,5352.0,1840.0,976.0,944.0,328.0,592.0,2208.0,552.0,1120.0,Cash
409,409,22,0,Sophomore,Engineering,10232.0,7184.0,31840.0,3768.0,2120.0,1184.0,616.0,544.0,296.0,1056.0,1536.0,1256.0,Credit/Debit Card
410,410,18,0,Sophomore,Economics,11656.0,7984.0,33856.0,7656.0,3000.0,1112.0,1336.0,1128.0,248.0,1568.0,280.0,440.0,Credit/Debit Card
411,411,21,1,Freshman,Psychology,10448.0,296.0,39544.0,4552.0,2608.0,800.0,2216.0,728.0,680.0,1968.0,384.0,632.0,Cash
412,412,25,0,Sophomore,Engineering,10472.0,3464.0,36504.0,3960.0,2472.0,1216.0,2320.0,672.0,792.0,2048.0,296.0,744.0,Credit/Debit Card
413,413,19,0,Freshman,Biology,11856.0,5640.0,39784.0,3464.0,2352.0,1152.0,1864.0,1192.0,472.0,1336.0,1040.0,768.0,Credit/Debit Card
414,414,23,0,Sophomore,Economics,11744.0,2664.0,38760.0,4504.0,856.0,592.0,1032.0,952.0,192.0,984.0,784.0,1384.0,Mobile Payment App
415,415,25,1,Sophomore,Economics,6952.0,816.0,28448.0,4352.0,3096.0,1288.0,1264.0,384.0,640.0,1304.0,744.0,1032.0,Credit/Debit Card
416,416,18,0,Junior,Economics,7088.0,7336.0,43584.0,6464.0,1240.0,1352.0,1200.0,192.0,480.0,1032.0,1016.0,1560.0,Mobile Payment App
417,417,19,1,Freshman,Economics,11544.0,6648.0,34312.0,4088.0,1520.0,1216.0,864.0,704.0,488.0,1424.0,1168.0,824.0,Mobile Payment App
418,418,23,2,Freshman,Biology,6128.0,760.0,38256.0,7040.0,2032.0,1392.0,1904.0,400.0,384.0,1264.0,1256.0,776.0,Cash
419,419,22,2,Senior,Biology,11224.0,248.0,36760.0,6088.0,2648.0,1432.0,456.0,776.0,536.0,2184.0,1432.0,448.0,Cash
420,420,24,2,Freshman,Engineering,10976.0,6424.0,32640.0,3456.0,3088.0,1472.0,400.0,520.0,664.0,1984.0,712.0,488.0,Credit/Debit Card
421,421,23,2,Freshman,Biology,11424.0,4776.0,43960.0,6528.0,2656.0,1016.0,2168.0,800.0,176.0,744.0,1304.0,480.0,Mobile Payment App
422,422,19,0,Junior,Biology,10424.0,480.0,36120.0,4088.0,3096.0,1432.0,1952.0,544.0,800.0,2088.0,280.0,1232.0,Cash
423,423,20,2,Sophomore,Economics,4576.0,6584.0,47032.0,3504.0,2880.0,576.0,944.0,640.0,360.0,2120.0,384.0,240.0,Credit/Debit Card
424,424,23,2,Junior,Economics,4464.0,1552.0,37184.0,6920.0,1464.0,480.0,904.0,1024.0,304.0,2120.0,336.0,1336.0,Credit/Debit Card
425,425,23,1,Junior,Engineering,8392.0,3808.0,47776.0,5304.0,928.0,1296.0,416.0,880.0,168.0,1616.0,688.0,504.0,Mobile Payment App
426,426,18,1,Freshman,Computer Science,7384.0,864.0,29120.0,3272.0,3072.0,936.0,1992.0,608.0,544.0,1216.0,688.0,1024.0,Credit/Debit Card
427,427,18,1,Freshman,Engineering,4968.0,280.0,46232.0,4464.0,2016.0,872.0,2312.0,656.0,408.0,784.0,424.0,800.0,Cash
428,428,21,2,Junior,Economics,5280.0,2784.0,45512.0,5848.0,984.0,704.0,712.0,536.0,512.0,1488.0,312.0,208.0,Mobile Payment App
429,429,21,2,Freshman,Biology,4224.0,736.0,30904.0,7192.0,1016.0,1472.0,800.0,168.0,440.0,1560.0,1000.0,1072.0,Mobile Payment App
430,430,23,1,Freshman,Psychology,5120.0,4944.0,29752.0,4104.0,1560.0,1152.0,2200.0,264.0,504.0,1200.0,1536.0,720.0,Mobile Payment App
431,431,18,1,Senior,Computer Science,11416.0,4584.0,34456.0,6376.0,1792.0,1288.0,1088.0,696.0,472.0,1272.0,696.0,160.0,Mobile Payment App
432,432,18,0,Sophomore,Computer Science,4216.0,3240.0,36616.0,4256.0,1064.0,1072.0,2336.0,496.0,400.0,1312.0,264.0,1016.0,Cash
433,433,25,1,Freshman,Psychology,10360.0,6296.0,36728.0,6112.0,2864.0,1136.0,1520.0,968.0,616.0,1952.0,600.0,904.0,Cash
434,434,23,1,Sophomore,Economics,9752.0,3928.0,41192.0,4408.0,1344.0,1008.0,1472.0,328.0,536.0,1624.0,664.0,280.0,Cash
435,435,24,1,Senior,Engineering,7672.0,5568.0,25600.0,4744.0,2544.0,1504.0,1224.0,1200.0,712.0,2280.0,432.0,816.0,Cash
436,436,18,2,Sophomore,Biology,11864.0,7960.0,30160.0,4552.0,2624.0,1272.0,824.0,1008.0,736.0,2272.0,1544.0,160.0,Credit/Debit Card
437,437,19,2,Sophomore,Psychology,5168.0,7888.0,45600.0,6856.0,2472.0,616.0,704.0,528.0,784.0,1392.0,1008.0,1224.0,Mobile Payment App
438,438,23,0,Senior,Biology,6544.0,2824.0,41392.0,5296.0,1776.0,1280.0,1552.0,224.0,784.0,1544.0,1416.0,1328.0,Credit/Debit Card
439,439,18,0,Senior,Engineering,10144.0,4784.0,27184.0,3864.0,2432.0,952.0,1344.0,272.0,760.0,2088.0,856.0,1376.0,Credit/Debit Card
440,440,22,2,Freshman,Biology,4504.0,2760.0,37704.0,7624.0,1992.0,1448.0,1024.0,432.0,432.0,2184.0,320.0,976.0,Mobile Payment App
441,441,21,0,Freshman,Psychology,10024.0,3712.0,40768.0,3232.0,2224.0,1424.0,1880.0,464.0,552.0,712.0,1288.0,808.0,Credit/Debit Card
442,442,18,2,Sophomore,Engineering,6328.0,5912.0,44808.0,5024.0,2152.0,928.0,816.0,440.0,464.0,1432.0,528.0,1088.0,Cash
443,443,22,2,Sophomore,Psychology,6776.0,7712.0,26992.0,7992.0,3000.0,1320.0,1376.0,352.0,408.0,1440.0,240.0,1000.0,Cash
444,444,24,0,Junior,Economics,5344.0,288.0,47696.0,5080.0,2240.0,1328.0,1408.0,896.0,664.0,1528.0,920.0,328.0,Mobile Payment App
445,445,24,0,Freshman,Computer Science,8176.0,7064.0,25392.0,6656.0,968.0,1096.0,1136.0,432.0,520.0,744.0,376.0,1360.0,Cash
446,446,20,2,Senior,Economics,5800.0,5632.0,25448.0,3520.0,2904.0,680.0,1752.0,192.0,584.0,1512.0,1520.0,264.0,Cash
447,447,24,2,Junior,Biology,5864.0,1152.0,28448.0,3416.0,1712.0,568.0,1696.0,1088.0,584.0,2368.0,1256.0,1256.0,Credit/Debit Card
448,448,18,2,Freshman,Engineering,5472.0,5960.0,36552.0,7072.0,2576.0,1120.0,2120.0,160.0,792.0,1608.0,1056.0,1312.0,Mobile Payment App
449,449,20,0,Senior,Psychology,4832.0,3952.0,26608.0,4976.0,1728.0,1128.0,432.0,720.0,784.0,2144.0,448.0,1096.0,Mobile Payment App
450,450,23,0,Sophomore,Engineering,10768.0,664.0,45008.0,6392.0,960.0,1000.0,2336.0,1120.0,376.0,496.0,280.0,592.0,Mobile Payment App
451,451,23,2,Junior,Biology,11712.0,6000.0,31256.0,3944.0,2912.0,488.0,1360.0,744.0,184.0,704.0,904.0,1528.0,Credit/Debit Card
452,452,18,0,Sophomore,Psychology,10064.0,2664.0,41512.0,4296.0,2960.0,1560.0,1560.0,672.0,456.0,1008.0,1000.0,568.0,Cash
453,453,22,0,Freshman,Economics,7400.0,3808.0,30040.0,5744.0,1816.0,640.0,1384.0,560.0,704.0,1480.0,280.0,344.0,Cash
454,454,18,0,Sophomore,Computer Science,7416.0,7040.0,45720.0,5984.0,1736.0,1168.0,1816.0,776.0,368.0,1760.0,1296.0,304.0,Mobile Payment App
455,455,20,2,Freshman,Engineering,9840.0,7736.0,30272.0,3440.0,1728.0,440.0,1976.0,592.0,720.0,1368.0,416.0,1296.0,Mobile Payment App
456,456,23,2,Freshman,Psychology,11496.0,6216.0,44176.0,6816.0,3000.0,792.0,440.0,1200.0,168.0,1560.0,424.0,544.0,Credit/Debit Card
457,457,21,1,Sophomore,Computer Science,7912.0,1264.0,31304.0,7352.0,3016.0,1272.0,1216.0,920.0,320.0,2392.0,464.0,1408.0,Credit/Debit Card
458,458,19,0,Senior,Biology,7280.0,5792.0,47072.0,3376.0,2920.0,1312.0,2352.0,1168.0,272.0,2064.0,1216.0,192.0,Cash
459,459,18,0,Freshman,Computer Science,10584.0,3528.0,26984.0,5608.0,2952.0,480.0,1880.0,352.0,624.0,2208.0,304.0,1112.0,Cash
460,460,20,1,Sophomore,Engineering,5344.0,264.0,32536.0,3624.0,1944.0,672.0,2264.0,1056.0,576.0,2352.0,400.0,792.0,Mobile Payment App
461,461,25,1,Senior,Biology,8032.0,3720.0,45320.0,6680.0,1008.0,1432.0,2376.0,184.0,416.0,1904.0,632.0,832.0,Credit/Debit Card
462,462,21,1,Junior,Economics,11320.0,4488.0,24664.0,7736.0,2776.0,912.0,1400.0,800.0,240.0,1328.0,1296.0,960.0,Credit/Debit Card
463,463,18,0,Freshman,Engineering,7584.0,5912.0,30392.0,6496.0,2752.0,888.0,1640.0,1112.0,752.0,1992.0,856.0,344.0,Credit/Debit Card
464,464,21,2,Junior,Biology,8080.0,1984.0,25168.0,7776.0,2848.0,1360.0,480.0,536.0,432.0,616.0,992.0,800.0,Mobile Payment App
465,465,19,1,Sophomore,Biology,6984.0,4392.0,31096.0,3384.0,888.0,960.0,1328.0,928.0,544.0,2040.0,1096.0,240.0,Credit/Debit Card
466,466,19,1,Sophomore,Computer Science,7368.0,1184.0,32584.0,5416.0,1696.0,624.0,1384.0,416.0,264.0,1128.0,1288.0,552.0,Cash
467,467,19,1,Freshman,Engineering,11672.0,2280.0,36088.0,4952.0,2392.0,1160.0,2360.0,768.0,568.0,760.0,280.0,1360.0,Mobile Payment App
468,468,25,0,Freshman,Biology,5376.0,1704.0,31840.0,3360.0,2896.0,512.0,2320.0,1048.0,424.0,1608.0,816.0,664.0,Credit/Debit Card
469,469,23,2,Senior,Engineering,11688.0,2392.0,34680.0,4000.0,960.0,520.0,896.0,664.0,328.0,664.0,432.0,856.0,Mobile Payment App
470,470,24,0,Senior,Psychology,11936.0,5152.0,35960.0,3744.0,1872.0,608.0,1640.0,464.0,640.0,1272.0,1256.0,528.0,Credit/Debit Card
471,471,19,0,Senior,Computer Science,5016.0,7960.0,46904.0,7496.0,1504.0,1416.0,1240.0,1096.0,776.0,936.0,1376.0,1440.0,Cash
472,472,23,0,Freshman,Computer Science,7688.0,696.0,46552.0,6248.0,3144.0,448.0,1240.0,512.0,688.0,1168.0,504.0,384.0,Mobile Payment App
473,473,22,0,Senior,Engineering,7632.0,1072.0,27640.0,5312.0,2656.0,1464.0,1816.0,288.0,552.0,1440.0,360.0,544.0,Credit/Debit Card
474,474,20,2,Junior,Biology,11888.0,7664.0,46744.0,6056.0,952.0,1080.0,576.0,912.0,376.0,656.0,744.0,1088.0,Mobile Payment App
475,475,24,1,Freshman,Psychology,10648.0,5448.0,47344.0,7592.0,2680.0,1000.0,2064.0,752.0,752.0,1368.0,272.0,1016.0,Mobile Payment App
476,476,21,1,Senior,Computer Science,4408.0,3936.0,26056.0,7440.0,2680.0,472.0,488.0,328.0,480.0,472.0,1168.0,1208.0,Cash
477,477,18,2,Senior,Biology,10816.0,3800.0,46944.0,5744.0,2112.0,1568.0,1208.0,912.0,208.0,1952.0,520.0,456.0,Credit/Debit Card
478,478,22,1,Senior,Engineering,11496.0,1632.0,30560.0,3976.0,2552.0,1288.0,1736.0,184.0,648.0,536.0,1000.0,1192.0,Mobile Payment App
479,479,25,2,Sophomore,Biology,9168.0,4032.0,39720.0,5656.0,2360.0,1016.0,912.0,776.0,240.0,1128.0,504.0,192.0,Mobile Payment App
480,480,21,0,Freshman,Biology,10728.0,7192.0,25064.0,6800.0,2912.0,1464.0,2096.0,1032.0,208.0,1504.0,752.0,1040.0,Credit/Debit Card
481,481,25,1,Sophomore,Biology,10648.0,1816.0,43832.0,6000.0,1240.0,1472.0,704.0,696.0,576.0,696.0,1256.0,424.0,Mobile Payment App
482,482,25,0,Freshman,Computer Science,9560.0,6760.0,31200.0,4992.0,2064.0,1464.0,1424.0,976.0,728.0,2168.0,424.0,752.0,Mobile Payment App
483,483,24,2,Sophomore,Psychology,9976.0,2152.0,45536.0,5104.0,1264.0,1568.0,1520.0,736.0,704.0,1392.0,800.0,544.0,Cash
484,484,25,1,Senior,Biology,5304.0,6384.0,43344.0,3360.0,3112.0,776.0,2256.0,1152.0,672.0,1192.0,984.0,1336.0,Cash
485,485,23,1,Senior,Engineering,6888.0,6208.0,33816.0,7392.0,1144.0,1520.0,1664.0,912.0,656.0,952.0,1376.0,568.0,Credit/Debit Card
486,486,23,0,Senior,Economics,4544.0,2720.0,24200.0,4960.0,2400.0,736.0,1864.0,600.0,416.0,2368.0,1528.0,872.0,Credit/Debit Card
487,487,20,1,Senior,Psychology,6416.0,2032.0,37008.0,4544.0,1432.0,512.0,2120.0,992.0,408.0,936.0,1264.0,984.0,Credit/Debit Card
488,488,24,0,Freshman,Economics,6568.0,3312.0,46864.0,5752.0,1392.0,1064.0,416.0,608.0,520.0,1136.0,528.0,312.0,Cash
489,489,19,1,Freshman,Computer Science,8072.0,6160.0,34832.0,4088.0,2400.0,1512.0,1248.0,1200.0,432.0,2160.0,1168.0,368.0,Credit/Debit Card
490,490,19,2,Junior,Computer Science,4208.0,5064.0,24744.0,7520.0,1720.0,872.0,432.0,248.0,640.0,1544.0,1536.0,336.0,Mobile Payment App
491,491,22,1,Junior,Computer Science,4016.0,6040.0,29736.0,3784.0,1224.0,432.0,424.0,736.0,400.0,2320.0,1152.0,560.0,Mobile Payment App
492,492,19,2,Freshman,Biology,6880.0,4400.0,45624.0,4024.0,1624.0,1368.0,936.0,232.0,248.0,696.0,656.0,1568.0,Mobile Payment App
493,493,18,2,Junior,Economics,11360.0,4608.0,41128.0,6680.0,1344.0,816.0,2216.0,456.0,376.0,2080.0,688.0,1568.0,Cash
494,494,21,1,Senior,Computer Science,4320.0,7448.0,36656.0,5208.0,1768.0,1080.0,800.0,168.0,312.0,600.0,576.0,1464.0,Mobile Payment App
495,495,25,2,Freshman,Psychology,5896.0,7960.0,33872.0,4496.0,2304.0,496.0,2344.0,824.0,712.0,2248.0,248.0,1296.0,Mobile Payment App
496,496,22,2,Freshman,Psychology,4024.0,456.0,25104.0,6744.0,2208.0,1416.0,1400.0,296.0,208.0,2064.0,840.0,1320.0,Cash
497,497,22,1,Freshman,Computer Science,5384.0,7776.0,42856.0,6624.0,2232.0,760.0,2384.0,776.0,168.0,1232.0,272.0,1296.0,Mobile Payment App
498,498,25,1,Freshman,Psychology,5448.0,920.0,42840.0,6784.0,1672.0,944.0,408.0,896.0,664.0,1920.0,1504.0,1376.0,Cash
499,499,22,0,Freshman,Computer Science,10848.0,6128.0,43096.0,4792.0,2776.0,1600.0,1904.0,616.0,520.0,1520.0,576.0,1568.0,Mobile Payment App
500,500,25,1,Sophomore,Computer Science,8496.0,3120.0,27152.0,7568.0,2384.0,936.0,1528.0,928.0,288.0,816.0,584.0,1272.0,Credit/Debit Card
501,501,18,0,Sophomore,Economics,11192.0,5224.0,27304.0,5624.0,1256.0,1456.0,536.0,328.0,648.0,864.0,1232.0,224.0,Cash
502,502,19,1,Junior,Engineering,11216.0,5640.0,26144.0,5720.0,2440.0,1072.0,696.0,800.0,800.0,1824.0,824.0,1152.0,Cash
503,503,24,2,Sophomore,Engineering,9472.0,2080.0,44880.0,3920.0,3008.0,1344.0,1464.0,816.0,584.0,1464.0,680.0,984.0,Cash
504,504,21,0,Senior,Economics,5944.0,2808.0,29880.0,5968.0,2440.0,408.0,1608.0,440.0,592.0,2272.0,936.0,728.0,Cash
505,505,25,0,Sophomore,Biology,11072.0,3920.0,26024.0,3696.0,2288.0,1264.0,1920.0,720.0,192.0,2368.0,1528.0,920.0,Mobile Payment App
506,506,20,0,Junior,Biology,7976.0,5128.0,32000.0,4712.0,1336.0,1040.0,1136.0,192.0,560.0,1432.0,1040.0,456.0,Credit/Debit Card
507,507,24,0,Senior,Engineering,4944.0,872.0,33424.0,5008.0,2680.0,944.0,1472.0,176.0,600.0,1112.0,680.0,520.0,Credit/Debit Card
508,508,25,1,Junior,Psychology,10560.0,3984.0,42632.0,4472.0,1888.0,976.0,2096.0,760.0,488.0,1312.0,864.0,520.0,Cash
509,509,25,0,Sophomore,Computer Science,7672.0,4176.0,36888.0,3216.0,2952.0,536.0,1296.0,848.0,192.0,1128.0,360.0,696.0,Cash
510,510,20,2,Junior,Psychology,7600.0,5248.0,34952.0,7328.0,1656.0,776.0,720.0,336.0,624.0,2272.0,600.0,384.0,Mobile Payment App
511,511,24,2,Senior,Economics,10288.0,3648.0,47328.0,7784.0,2104.0,480.0,864.0,920.0,176.0,928.0,504.0,1344.0,Credit/Debit Card
512,512,19,2,Freshman,Computer Science,7144.0,2496.0,35336.0,7848.0,1248.0,1128.0,1920.0,1000.0,472.0,1288.0,944.0,208.0,Cash
