Unnamed: 0,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method
487,20,Female,Senior,Psychology,6416,2032,37008,4544,1432,512,2120,992,408,936,1264,984,Credit/Debit Card
488,24,Male,Freshman,Economics,6568,3312,46864,5752,1392,1064,416,608,520,1136,528,312,Cash
489,19,Female,Freshman,Computer Science,8072,6160,34832,4088,2400,1512,1248,1200,432,2160,1168,368,Credit/Debit Card
490,19,Non-binary,Junior,Computer Science,4208,5064,24744,7520,1720,872,432,248,640,1544,1536,336,Mobile Payment App
491,22,Female,Junior,Computer Science,4016,6040,29736,3784,1224,432,424,736,400,2320,1152,560,Mobile Payment App
492,19,Non-binary,Freshman,Biology,6880,4400,45624,4024,1624,1368,936,232,248,696,656,1568,Mobile Payment App
493,18,Non-binary,Junior,Economics,11360,4608,41128,6680,1344,816,2216,456,376,2080,688,1568,Cash
494,21,Female,Senior,Computer Science,4320,7448,36656,5208,1768,1080,800,168,312,600,576,1464,Mobile Payment App
495,25,Non-binary,Freshman,Psychology,5896,7960,33872,4496,2304,496,2344,824,712,2248,248,1296,Mobile Payment App
496,22,Non-binary,Freshman,Psychology,4024,456,25104,6744,2208,1416,1400,296,208,2064,840,1320,Cash
497,22,Female,Freshman,Computer Science,5384,7776,42856,6624,2232,760,2384,776,168,1232,272,1296,Mobile Payment App
498,25,Female,Freshman,Psychology,5448,920,42840,6784,1672,944,408,896,664,1920,1504,1376,Cash
499,22,Male,Freshman,Computer Science,10848,6128,43096,4792,2776,1600,1904,616,520,1520,576,1568,Mobile Payment App
500,25,Female,Sophomore,Computer Science,8496,3120,27152,7568,2384,936,1528,928,288,816,584,1272,Credit/Debit Card
501,18,Male,Sophomore,Economics,11192,5224,27304,5624,1256,1456,536,328,648,864,1232,224,Cash
502,19,Female,Junior,Engineering,11216,5640,26144,5720,2440,1072,696,800,800,1824,824,1152,Cash
503,24,Non-binary,Sophomore,Engineering,9472,2080,44880,3920,3008,1344,1464,816,584,1464,680,984,Cash
504,21,Male,Senior,Economics,5944,2808,29880,5968,2440,408,1608,440,592,2272,936,728,Cash
505,25,Male,Sophomore,Biology,11072,3920,26024,3696,2288,1264,1920,720,192,2368,1528,920,Mobile Payment App
506,20,Male,Junior,Biology,7976,5128,32000,4712,1336,1040,1136,192,560,1432,1040,456,Credit/Debit Card
507,24,Male,Senior,Engineering,4944,872,33424,5008,2680,944,1472,176,600,1112,680,520,Credit/Debit Card
508,25,Female,Junior,Psychology,10560,3984,42632,4472,1888,976,2096,760,488,1312,864,520,Cash
509,25,Male,Sophomore,Computer Science,7672,4176,36888,3216,2952,536,1296,848,192,1128,360,696,Cash
510,20,Non-binary,Junior,Psychology,7600,5248,34952,7328,1656,776,720,336,624,2272,600,384,Mobile Payment App
511,24,Non-binary,Senior,Economics,10288,3648,47328,7784,2104,480,864,920,176,928,504,1344,Credit/Debit Card
512,19,Non-binary,Freshman,Computer Science,7144,2496,35336,7848,1248,1128,1920,1000,472,1288,944,208,Cash
513,18,Female,Freshman,Psychology,9008,7128,33936,4992,1456,800,1088,688,528,1944,664,240,Cash
514,22,Male,Sophomore,Biology,5432,3848,43728,5392,1440,1216,1176,1064,464,536,1040,1272,Mobile Payment App
515,25,Male,Freshman,Psychology,6424,1608,47312,6872,1144,1384,1144,1136,768,1360,824,240,Credit/Debit Card
516,18,Female,Senior,Biology,5312,920,29536,7704,1704,560,1840,1200,592,1592,1336,904,Credit/Debit Card
517,18,Male,Senior,Computer Science,12000,6216,42608,6176,2384,1456,1384,896,528,1360,328,824,Cash
518,22,Male,Junior,Psychology,8040,6216,44768,6920,1264,448,904,816,568,1992,1184,1568,Credit/Debit Card
519,22,Female,Sophomore,Biology,7064,5120,44120,6008,1944,1344,1920,1104,160,816,440,744,Credit/Debit Card
520,18,Non-binary,Freshman,Biology,11424,2616,41464,6576,944,1472,1672,216,400,1696,712,1032,Cash
521,21,Non-binary,Sophomore,Economics,7248,3592,31064,5704,2704,1008,2400,688,368,440,512,976,Cash
522,18,Non-binary,Freshman,Computer Science,7928,6688,26536,4144,2520,784,656,1112,752,1040,1160,1208,Cash
523,23,Female,Freshman,Engineering,9968,6032,43360,4032,2976,856,1776,832,248,1304,928,1456,Mobile Payment App
524,22,Female,Freshman,Biology,10184,80,33832,7096,1344,1576,1072,1120,480,1888,760,1088,Credit/Debit Card
525,22,Male,Junior,Psychology,7040,1472,37648,3320,840,1456,2128,464,544,2216,1408,288,Credit/Debit Card
526,24,Non-binary,Junior,Computer Science,10848,2624,45264,7208,2952,1248,2272,912,608,1160,952,816,Credit/Debit Card
527,23,Female,Junior,Economics,7328,7416,41952,3288,1992,1256,1384,552,568,2040,664,1512,Credit/Debit Card
528,18,Non-binary,Freshman,Economics,8472,5344,31520,6688,1400,1048,1344,240,648,1720,1424,248,Credit/Debit Card
529,24,Female,Junior,Psychology,7528,1624,24384,4936,1712,904,1864,872,392,2128,584,1408,Credit/Debit Card
530,24,Male,Senior,Psychology,6112,4168,36032,6624,1136,936,1304,584,256,2392,408,408,Mobile Payment App
531,25,Non-binary,Sophomore,Economics,7864,5360,37232,4904,1968,1008,2040,1168,160,472,1240,1576,Cash
532,18,Non-binary,Senior,Biology,10360,2104,36016,5176,896,1096,1376,848,704,864,336,256,Mobile Payment App
533,22,Female,Sophomore,Computer Science,10408,7064,38848,4152,1128,456,792,608,560,480,928,1592,Cash
534,22,Non-binary,Junior,Biology,6632,2952,41968,5616,1168,704,2288,1152,296,2144,680,1528,Cash
535,22,Non-binary,Sophomore,Psychology,10368,8,36592,6072,1176,1144,448,1024,576,1616,392,1520,Credit/Debit Card
536,21,Male,Freshman,Biology,10224,4048,28528,4104,2880,648,1160,384,560,2016,752,1120,Credit/Debit Card
537,18,Female,Senior,Biology,5800,1184,38256,5144,1352,1312,472,1096,608,1656,1512,336,Credit/Debit Card
538,20,Male,Senior,Biology,4200,328,36824,7112,1496,680,944,192,680,600,1264,864,Cash
539,25,Non-binary,Junior,Biology,8048,2344,27176,4664,1336,592,1560,176,600,616,1392,856,Mobile Payment App
540,20,Male,Sophomore,Biology,6976,5288,42624,3760,1760,1336,1992,976,376,1216,408,1024,Mobile Payment App
541,20,Non-binary,Senior,Engineering,4392,2416,47272,3272,2160,528,936,488,600,2224,1056,240,Credit/Debit Card
542,20,Non-binary,Junior,Engineering,7080,3040,45736,5808,1080,480,480,552,216,1016,696,1432,Cash
543,19,Female,Senior,Computer Science,9576,6176,33816,5560,1440,728,832,848,248,1416,384,168,Mobile Payment App
544,25,Male,Senior,Psychology,4312,3432,44784,6952,1672,568,848,928,328,960,1192,288,Cash
545,22,Male,Sophomore,Computer Science,6432,7288,30480,4616,2328,1336,2352,512,512,2128,1072,1096,Cash
546,25,Non-binary,Sophomore,Economics,8872,2312,26592,7568,2872,984,2176,704,216,1128,856,1000,Mobile Payment App
547,25,Female,Senior,Computer Science,9008,6168,25008,6584,2992,1000,1720,720,616,1936,896,792,Credit/Debit Card
548,22,Non-binary,Junior,Economics,6792,1832,41160,6640,2912,904,944,480,280,1896,1400,1536,Cash
549,23,Non-binary,Sophomore,Psychology,4024,1264,37016,5568,2888,968,1088,1128,480,760,1112,576,Credit/Debit Card
550,20,Male,Senior,Biology,10344,3592,29872,7304,2592,1192,1072,824,688,2304,1048,960,Mobile Payment App
551,20,Male,Junior,Biology,7224,768,33720,4016,2352,616,1280,768,184,696,1288,584,Credit/Debit Card
552,23,Non-binary,Junior,Psychology,9192,5480,44080,4024,2464,1368,1648,1152,656,872,1568,480,Credit/Debit Card
553,20,Non-binary,Freshman,Biology,10904,4288,29112,4288,1056,1096,1848,856,728,1664,1480,576,Mobile Payment App
554,19,Non-binary,Junior,Engineering,8448,7672,37320,4744,800,1256,1712,904,400,2288,696,1600,Cash
555,18,Male,Senior,Engineering,9960,640,24504,6688,3176,1088,712,880,232,1240,472,1488,Mobile Payment App
556,25,Female,Senior,Computer Science,9192,3096,45952,6792,2408,896,1296,1128,592,712,856,864,Mobile Payment App
557,19,Female,Freshman,Psychology,9808,6384,32528,3952,2800,1536,1272,272,416,1808,1088,496,Cash
558,22,Non-binary,Freshman,Engineering,7720,3096,31864,3728,1640,1528,928,520,488,1536,768,1504,Mobile Payment App
559,21,Male,Freshman,Engineering,10704,7112,39648,5264,1432,632,1208,928,240,928,1528,192,Credit/Debit Card
560,20,Male,Senior,Engineering,11312,6488,41128,6016,1488,1112,1360,512,368,1184,248,768,Credit/Debit Card
561,24,Non-binary,Junior,Psychology,9856,5184,41992,3880,1984,416,512,752,600,2240,384,368,Mobile Payment App
562,18,Male,Freshman,Engineering,4224,4896,32120,3816,2288,696,744,232,608,2336,1400,520,Cash
563,22,Male,Sophomore,Computer Science,11016,4000,38768,3856,2680,1064,696,264,456,1288,656,784,Credit/Debit Card
564,23,Non-binary,Freshman,Computer Science,8624,6856,39864,7096,1984,1216,1688,416,192,1440,848,1040,Credit/Debit Card
565,20,Male,Sophomore,Computer Science,6128,7408,40152,7184,1808,480,1392,688,176,1504,1176,888,Cash
566,22,Non-binary,Senior,Engineering,10312,2024,39680,4232,1832,472,1456,280,512,768,984,616,Credit/Debit Card
567,21,Male,Sophomore,Economics,7096,6600,39584,5848,2472,1552,480,872,688,1008,1416,1120,Cash
568,18,Male,Sophomore,Biology,8320,5768,24032,7352,1648,648,1576,384,480,1272,1056,560,Cash
569,21,Female,Senior,Engineering,7520,7784,47296,7608,2816,864,496,496,560,1992,784,1200,Credit/Debit Card
570,25,Male,Sophomore,Biology,7160,7392,45872,3912,1256,752,736,168,184,2088,456,904,Mobile Payment App
571,25,Male,Sophomore,Psychology,8904,3024,31208,4264,1608,1064,1248,1168,488,1152,648,696,Credit/Debit Card
572,24,Non-binary,Freshman,Biology,7856,4504,40216,6640,2112,1008,1704,416,496,2368,1256,432,Cash
573,22,Male,Freshman,Psychology,11208,3136,40064,6152,2648,1192,2240,304,264,800,1200,1336,Credit/Debit Card
574,18,Male,Sophomore,Psychology,6176,576,47128,6120,2872,1064,408,184,488,2000,1024,1368,Mobile Payment App
575,20,Male,Senior,Economics,7296,3096,30928,3896,2088,1592,1800,920,272,1472,1576,1152,Credit/Debit Card
576,23,Female,Sophomore,Economics,7568,6872,41920,3272,3040,1432,1184,648,472,808,1112,768,Cash
577,23,Non-binary,Junior,Biology,6672,6864,38992,4520,1016,816,1728,952,744,1144,1152,656,Mobile Payment App
578,24,Male,Freshman,Psychology,5560,3656,26120,3504,2720,616,872,504,192,1608,1096,656,Cash
579,20,Male,Sophomore,Biology,11832,3184,44136,6832,1904,744,2032,944,176,1144,288,536,Cash
580,21,Non-binary,Sophomore,Economics,7952,3752,30264,3320,1152,1376,1064,328,704,2272,928,1592,Mobile Payment App
581,25,Female,Sophomore,Biology,6744,4440,40568,4832,1008,1560,1544,856,424,1272,392,576,Mobile Payment App
582,21,Non-binary,Junior,Biology,11296,5368,48000,7336,2360,1528,824,176,680,2376,496,1120,Mobile Payment App
583,22,Male,Junior,Computer Science,5816,1904,42832,5864,2600,1456,1240,336,648,1760,1592,1408,Credit/Debit Card
584,25,Male,Sophomore,Computer Science,4976,5136,37096,6896,2320,1600,2128,168,352,1832,1344,616,Mobile Payment App
585,23,Female,Senior,Computer Science,11136,1576,25288,7632,2296,808,1344,440,416,1440,1080,792,Credit/Debit Card
586,19,Male,Sophomore,Computer Science,11928,6472,39392,6336,1528,1152,2296,648,288,1784,832,1488,Credit/Debit Card
587,22,Non-binary,Junior,Engineering,8304,4320,35024,6328,1616,744,1472,840,384,2032,632,1280,Mobile Payment App
588,24,Female,Junior,Biology,6832,4008,26152,7920,1992,1584,1976,1080,216,424,784,536,Mobile Payment App
589,21,Male,Sophomore,Biology,11320,5504,41688,6856,2032,1248,2200,1184,432,1816,952,696,Cash
590,18,Non-binary,Senior,Economics,9088,3472,36176,5136,1152,968,1752,1192,640,1504,432,1168,Mobile Payment App
591,22,Non-binary,Senior,Computer Science,7768,800,29160,7832,1304,1072,400,680,688,2136,1544,640,Credit/Debit Card
592,20,Non-binary,Senior,Economics,8920,248,41648,3536,2656,1192,1832,928,552,2176,824,1280,Mobile Payment App
593,20,Non-binary,Freshman,Biology,4184,2232,38216,3336,2048,1504,1248,840,616,1528,1096,328,Cash
594,24,Non-binary,Junior,Psychology,4264,6520,44960,6800,1624,1328,1760,728,272,1880,312,1104,Credit/Debit Card
595,19,Female,Sophomore,Psychology,9032,6656,31080,5528,1048,1176,1744,304,304,2336,1344,800,Cash
596,22,Non-binary,Senior,Economics,5912,7064,24792,7200,2248,888,864,968,232,1288,1096,368,Credit/Debit Card
597,18,Female,Senior,Engineering,8792,3384,29520,7784,2296,784,2160,1168,800,1088,1024,1032,Mobile Payment App
598,25,Non-binary,Junior,Psychology,4880,1184,43312,7096,2048,456,1672,672,608,1760,1472,832,Mobile Payment App
599,23,Male,Junior,Biology,10440,5136,44528,6752,2192,960,1424,224,224,1432,976,584,Credit/Debit Card
600,23,Female,Freshman,Engineering,10104,5952,26952,6600,1128,936,1080,360,312,1272,1264,912,Cash
601,23,Female,Freshman,Engineering,5248,6688,28688,6160,1376,888,2088,624,792,1416,1160,592,Cash
602,22,Female,Junior,Economics,7800,3248,30840,6016,1992,744,976,1000,448,1448,824,400,Credit/Debit Card
603,25,Male,Freshman,Computer Science,11672,7968,39656,7136,1136,408,1944,1024,664,1048,512,280,Mobile Payment App
604,25,Non-binary,Junior,Biology,10416,920,26120,4488,2016,704,1568,672,216,1264,1000,968,Mobile Payment App
605,18,Female,Senior,Computer Science,8920,5672,37960,5864,2096,944,1576,776,632,1456,256,416,Mobile Payment App
606,24,Non-binary,Freshman,Engineering,6528,5264,36912,3984,1448,824,432,536,544,2304,1304,1128,Mobile Payment App
607,24,Non-binary,Freshman,Engineering,10864,256,45264,5568,1088,616,1728,560,712,824,720,1304,Mobile Payment App
608,20,Female,Junior,Psychology,8432,696,45072,7984,2128,1360,1528,1096,800,1400,752,648,Cash
609,24,Non-binary,Freshman,Engineering,10976,1664,36360,5352,2096,608,1688,1104,664,2328,584,872,Credit/Debit Card
610,24,Non-binary,Sophomore,Engineering,8808,4064,29744,3384,2728,1240,2328,888,600,2104,976,416,Mobile Payment App
611,23,Male,Junior,Engineering,10064,7512,37296,5960,2000,968,1904,808,480,2104,272,904,Cash
612,23,Male,Freshman,Biology,11192,5304,38200,4896,2312,1352,928,1184,592,1912,1592,656,Cash
613,21,Male,Senior,Biology,11752,4736,45480,4040,2176,448,1912,184,456,1288,856,1464,Cash
614,23,Male,Sophomore,Engineering,4480,2400,39632,4432,800,976,1392,872,736,1504,544,920,Cash
615,24,Male,Freshman,Engineering,4216,2696,42624,3696,2792,1368,2304,1160,736,1928,960,1000,Credit/Debit Card
616,20,Male,Freshman,Biology,9320,2256,26112,6952,1056,728,2040,448,296,680,1496,488,Mobile Payment App
617,25,Male,Junior,Computer Science,7968,5536,37224,6120,2808,1184,1944,248,464,592,1528,1408,Credit/Debit Card
618,24,Male,Junior,Engineering,5040,4224,32008,7368,3016,1544,696,1136,480,1240,408,464,Cash
619,19,Male,Junior,Engineering,4336,1640,37104,6704,2656,536,1896,592,640,1640,928,1400,Mobile Payment App
620,19,Non-binary,Freshman,Psychology,5184,7432,34352,5568,2136,832,1720,632,768,2288,280,352,Credit/Debit Card
621,22,Non-binary,Senior,Computer Science,5112,5592,37000,3704,2704,640,2120,408,640,2360,824,1096,Credit/Debit Card
622,18,Non-binary,Sophomore,Engineering,5832,5320,35712,5360,3024,976,1528,1160,752,1584,1352,808,Cash
623,19,Male,Junior,Computer Science,8168,3784,36912,7000,2256,456,1528,336,320,1224,848,1256,Mobile Payment App
624,23,Male,Senior,Economics,9832,6352,39744,7624,1728,680,680,1144,296,2240,752,1480,Credit/Debit Card
625,21,Male,Junior,Engineering,5280,1656,42920,4376,1552,472,896,784,184,1832,1344,512,Credit/Debit Card
626,21,Non-binary,Freshman,Computer Science,10744,48,24824,6072,1904,600,2312,856,328,1360,712,352,Cash
627,25,Non-binary,Junior,Computer Science,6664,3280,36496,4200,2640,400,1960,896,712,1056,1096,1240,Cash
628,22,Male,Freshman,Computer Science,4440,408,40480,4272,2832,552,512,264,384,608,336,208,Cash
629,22,Male,Freshman,Engineering,4328,752,42984,3272,2112,632,2304,472,344,904,1400,264,Credit/Debit Card
630,22,Non-binary,Senior,Economics,5984,2368,31696,5768,3112,568,864,712,744,848,1488,1360,Credit/Debit Card
631,21,Female,Sophomore,Engineering,11816,3976,34296,6808,2368,424,760,1072,488,1144,696,1072,Cash
632,22,Non-binary,Senior,Biology,9888,1512,45240,6184,1400,1160,2048,976,480,1144,944,1352,Credit/Debit Card
633,25,Male,Freshman,Biology,4736,5256,30408,7512,1096,1016,2240,472,600,2120,560,680,Cash
634,25,Female,Senior,Computer Science,4464,6640,37136,7160,2792,712,2184,360,664,632,976,1144,Mobile Payment App
635,23,Male,Sophomore,Engineering,7400,3312,32984,6208,1424,848,2144,840,312,1608,1152,864,Credit/Debit Card
636,18,Male,Senior,Computer Science,5752,3984,30240,3952,2496,1192,888,1008,584,480,456,1352,Mobile Payment App
637,24,Female,Junior,Engineering,7848,7000,26128,6816,1608,1336,816,944,576,992,496,880,Credit/Debit Card
638,25,Non-binary,Senior,Economics,11048,7056,29632,3712,2152,704,2056,840,376,848,1080,528,Credit/Debit Card
639,18,Non-binary,Sophomore,Biology,7432,1008,26856,4920,2592,584,1296,1200,464,1688,696,616,Cash
640,24,Male,Junior,Biology,9960,7248,43616,3672,2040,1024,760,352,376,2304,1560,1528,Mobile Payment App
641,20,Female,Junior,Economics,5528,2720,30384,5984,1216,424,2096,944,728,896,1304,568,Mobile Payment App
642,24,Female,Freshman,Psychology,10608,3992,42824,6816,1032,1328,1464,728,680,2328,432,1128,Credit/Debit Card
643,18,Non-binary,Junior,Psychology,8000,1624,41592,4472,2968,832,1152,560,504,816,760,840,Credit/Debit Card
644,25,Male,Junior,Computer Science,4736,5296,41768,5552,952,744,2200,736,464,416,1440,1280,Credit/Debit Card
645,22,Male,Senior,Economics,9816,1808,29264,7608,1744,1592,1904,584,632,896,1568,536,Mobile Payment App
646,20,Female,Sophomore,Engineering,4600,4272,41848,4048,3024,528,1128,528,600,448,1224,792,Cash
647,19,Female,Junior,Engineering,10384,2584,28080,3552,1776,1344,1768,784,488,1400,1064,552,Credit/Debit Card
648,23,Male,Sophomore,Engineering,9128,3856,28968,4576,968,1472,864,328,440,744,1008,688,Cash
649,25,Male,Senior,Biology,5624,5232,47408,5880,2360,800,2224,312,640,1112,1424,1520,Credit/Debit Card
650,23,Female,Freshman,Economics,7432,1280,27560,3344,1704,664,1272,696,432,440,1584,1080,Mobile Payment App
651,23,Non-binary,Junior,Engineering,11320,7760,29552,4104,1184,1256,2376,832,336,2352,1232,1288,Mobile Payment App
652,18,Non-binary,Senior,Engineering,10872,3096,45976,7960,2104,1544,1968,256,184,1216,880,960,Credit/Debit Card
653,23,Male,Freshman,Biology,9296,5760,47040,5040,2072,936,904,1016,752,1008,712,1040,Cash
654,18,Female,Sophomore,Biology,5304,2432,45240,5056,1408,712,1720,456,488,408,448,856,Credit/Debit Card
655,18,Non-binary,Freshman,Economics,11456,72,44544,7432,1792,864,2120,552,176,816,960,1208,Credit/Debit Card
656,20,Non-binary,Freshman,Computer Science,5304,6584,29096,5560,1528,1176,2216,184,584,1696,1504,1432,Mobile Payment App
657,18,Non-binary,Senior,Economics,10616,872,31800,7520,2904,1224,1256,704,784,952,416,160,Credit/Debit Card
658,22,Male,Senior,Psychology,8360,2872,43048,4880,2152,568,1672,392,664,2328,1344,1464,Credit/Debit Card
659,21,Male,Junior,Computer Science,4952,4840,25904,6344,3040,712,696,1080,288,1672,736,672,Credit/Debit Card
660,21,Non-binary,Freshman,Economics,6520,7240,24424,3464,2840,672,1928,712,536,2096,1128,328,Cash
661,20,Non-binary,Freshman,Biology,5824,3192,41024,7736,1216,1112,2344,768,312,2296,1472,1256,Cash
662,21,Male,Senior,Economics,7528,6648,29496,5776,3120,1080,648,1048,552,992,856,304,Mobile Payment App
663,18,Male,Freshman,Psychology,9408,344,26816,6704,1688,480,2224,968,168,864,696,1312,Credit/Debit Card
664,22,Non-binary,Sophomore,Computer Science,8736,4592,31976,5848,1496,744,1208,504,440,768,1352,944,Credit/Debit Card
665,18,Female,Sophomore,Biology,11512,4208,27152,7168,1408,688,1072,504,416,1200,1400,1032,Mobile Payment App
666,22,Male,Senior,Economics,6528,4928,27688,4344,2800,808,720,824,192,1960,352,1200,Credit/Debit Card
667,18,Male,Junior,Biology,11304,6200,37720,3656,2112,568,2000,1016,432,1216,728,960,Cash
668,24,Female,Sophomore,Biology,8608,2840,36768,3712,1072,792,1336,776,272,616,408,1192,Cash
669,21,Female,Sophomore,Economics,4472,1352,42424,3448,1776,824,1896,640,448,1504,624,1408,Credit/Debit Card
670,23,Male,Sophomore,Engineering,9152,6400,31048,3240,3048,1040,1432,848,752,1728,656,400,Credit/Debit Card
671,20,Non-binary,Junior,Psychology,10368,904,43616,3696,1528,552,1904,744,408,1240,1496,816,Credit/Debit Card
672,24,Male,Senior,Engineering,7664,7216,36632,3400,2096,1248,576,1096,168,2256,656,1080,Cash
673,25,Male,Junior,Economics,6200,5672,33560,5440,920,1456,672,1024,208,848,896,744,Credit/Debit Card
674,25,Non-binary,Junior,Economics,11864,4152,37408,7760,1160,1344,2160,184,312,576,848,1488,Mobile Payment App
675,19,Male,Junior,Biology,10432,1856,36320,5208,1472,816,1528,1184,536,2144,360,400,Mobile Payment App
676,24,Female,Sophomore,Biology,11200,7136,37808,5992,2872,1304,2352,1056,160,1664,1184,656,Mobile Payment App
677,24,Non-binary,Freshman,Computer Science,11520,6952,46816,6072,2168,600,1496,616,528,2360,1568,568,Mobile Payment App
678,22,Female,Freshman,Economics,11680,5200,28496,6168,2488,496,2120,424,768,896,296,616,Credit/Debit Card
679,20,Non-binary,Junior,Biology,11032,5712,38064,7416,1536,952,2304,1096,472,760,1552,264,Credit/Debit Card
680,18,Female,Junior,Computer Science,7536,4360,46440,7312,864,400,1648,192,448,432,1504,560,Mobile Payment App
681,25,Non-binary,Junior,Biology,5920,6968,33552,3784,2928,664,1248,496,264,688,648,624,Cash
682,18,Female,Sophomore,Psychology,9488,5864,47384,4328,2328,888,912,336,392,584,1328,1048,Cash
683,23,Male,Junior,Biology,5848,6496,45096,4656,1184,592,1872,216,544,1264,648,384,Cash
684,20,Male,Junior,Economics,10776,5880,44504,7792,2480,784,1336,280,344,2384,1456,296,Cash
685,19,Female,Freshman,Biology,8680,3336,37440,5640,1272,1456,2360,1056,528,840,1480,432,Cash
686,22,Male,Senior,Biology,5320,3208,29160,7736,1208,400,1856,944,600,1456,1448,1184,Mobile Payment App
687,22,Male,Freshman,Economics,11376,5392,40240,5304,2656,1184,2008,1040,488,1496,992,936,Cash
688,24,Male,Freshman,Biology,10928,2552,28392,7368,3112,1016,1168,352,744,1792,1208,240,Mobile Payment App
689,21,Female,Sophomore,Engineering,5712,5160,30008,6824,1192,528,1472,280,168,1752,1408,576,Mobile Payment App
690,25,Male,Freshman,Psychology,10072,1112,39544,5976,1600,752,1808,1136,312,1120,760,520,Credit/Debit Card
691,19,Female,Senior,Economics,7800,7512,26048,7488,2944,1432,1320,1152,712,416,384,960,Mobile Payment App
692,24,Female,Senior,Engineering,11360,1880,28872,6728,1208,1520,1400,160,776,456,1232,568,Cash
693,24,Non-binary,Sophomore,Engineering,4832,6008,29496,4432,1736,528,1504,976,256,1352,552,1200,Cash
694,25,Non-binary,Senior,Economics,10000,4072,34304,5432,1000,784,736,960,312,872,1168,1504,Cash
695,20,Non-binary,Freshman,Computer Science,4536,7248,29984,6736,3000,768,1152,896,376,2224,1384,384,Mobile Payment App
696,25,Female,Freshman,Computer Science,4368,5528,43656,7824,2288,800,1896,480,464,1648,1264,1096,Cash
697,18,Non-binary,Senior,Economics,9352,6688,44296,7968,2672,664,2304,624,448,840,1328,1440,Mobile Payment App
698,23,Non-binary,Freshman,Economics,6672,4856,28656,5536,2800,704,2384,1200,720,1984,408,272,Credit/Debit Card
699,19,Non-binary,Sophomore,Computer Science,8936,1872,26928,7520,1696,696,968,1112,328,2384,952,1264,Mobile Payment App
700,25,Male,Freshman,Economics,5416,7152,44760,6728,2504,416,1752,528,336,736,960,672,Mobile Payment App
701,20,Non-binary,Freshman,Engineering,11464,7712,38216,7232,2616,616,896,1168,568,776,1336,936,Cash
702,20,Female,Freshman,Biology,7112,5064,24800,4192,1976,656,1608,816,736,824,768,240,Credit/Debit Card
703,21,Male,Junior,Biology,5360,5664,47472,5192,3088,1168,1456,1056,384,1400,472,1240,Credit/Debit Card
704,19,Male,Senior,Economics,5160,4928,37552,7232,1264,552,1184,480,784,912,320,576,Credit/Debit Card
705,21,Female,Junior,Psychology,8856,7768,47976,5760,2312,992,1680,280,408,1256,808,1344,Mobile Payment App
706,22,Female,Sophomore,Psychology,6000,4576,33152,4504,832,1528,464,176,776,424,328,792,Cash
707,21,Male,Sophomore,Biology,5232,2088,26872,6416,992,448,456,328,448,888,496,1568,Mobile Payment App
708,20,Male,Freshman,Psychology,9128,456,45872,5568,2272,664,1632,504,368,448,1000,440,Cash
709,22,Female,Sophomore,Biology,6488,6520,37792,6520,2400,960,1008,176,744,832,952,1216,Cash
710,23,Female,Senior,Engineering,11616,4160,27704,6576,2536,616,1184,728,488,1328,1064,976,Mobile Payment App
711,20,Non-binary,Junior,Psychology,10040,656,37912,3720,3200,544,1520,192,560,1968,1056,1280,Mobile Payment App
712,24,Female,Junior,Computer Science,5896,2128,39712,6240,2424,888,1592,496,752,1544,776,456,Credit/Debit Card
713,25,Male,Freshman,Engineering,11352,2024,32712,3552,1760,1184,912,520,232,1088,272,280,Credit/Debit Card
714,23,Non-binary,Freshman,Computer Science,6520,608,35688,3568,1056,1320,1320,464,792,1080,1392,888,Cash
715,25,Male,Senior,Engineering,8272,4816,27552,4136,1904,880,2040,688,616,2248,1200,448,Credit/Debit Card
716,24,Non-binary,Freshman,Computer Science,8176,5008,38376,3304,1112,1336,1320,600,456,1752,1008,344,Mobile Payment App
717,23,Female,Sophomore,Biology,10728,6712,24264,4112,2400,976,1096,320,488,1360,520,800,Cash
718,20,Female,Senior,Engineering,7992,7352,46552,4056,2152,952,1824,792,392,440,920,424,Mobile Payment App
719,21,Male,Freshman,Psychology,9744,1296,43736,5472,2240,1048,1488,824,680,728,712,1008,Mobile Payment App
720,24,Male,Sophomore,Economics,10656,5640,28096,6368,3192,1592,632,432,688,1648,792,1032,Cash
721,20,Non-binary,Freshman,Biology,7224,2968,33840,6384,2552,480,720,808,192,1176,560,1360,Credit/Debit Card
722,25,Non-binary,Freshman,Biology,7456,7096,42456,3776,2760,488,1520,952,552,1880,536,320,Mobile Payment App
723,21,Female,Junior,Biology,5072,2640,47688,6192,2672,1544,840,664,368,1328,1600,1200,Cash
724,25,Male,Senior,Biology,4424,2144,25040,5888,1120,544,1200,792,264,2304,408,1592,Credit/Debit Card
725,21,Male,Junior,Economics,4376,5424,44880,4080,1536,984,1984,456,224,2016,1128,976,Cash
726,18,Male,Senior,Computer Science,6936,5168,24112,7552,2560,1320,1856,768,584,2384,1136,1464,Cash
727,20,Male,Sophomore,Economics,6904,6752,24704,7728,2968,528,1816,936,256,1960,440,664,Mobile Payment App
728,25,Non-binary,Sophomore,Biology,4824,2568,39032,3360,1848,1008,1984,592,256,1376,640,1544,Mobile Payment App
729,21,Female,Junior,Computer Science,11840,4440,28272,6392,2072,800,2032,744,528,2232,1528,440,Credit/Debit Card
730,18,Male,Freshman,Engineering,4176,3584,29952,5648,1392,640,2272,720,488,1824,528,1448,Mobile Payment App
